"GMDandPRIMe_names","MetNames"
"M000327_A176007-101-xxx_NA_1735.55_TRUE_VAR5_ALK_Dihydroxyacetone phosphate (1MEOX) (3TMS) MP","Dihydroxyacetone phosphate"
"M000336_A176008-101-xxx_NA_1742.65_TRUE_VAR5_ALK_Calystegine A3 (1MEOX) (3TMS) MP","Calystegine A3"
"M000336_A176009-101-xxx_NA_1752.96_PRED_VAR5_ALK_Calystegine A3 (1MEOX) (3TMS) BP","Calystegine A3"
"M000000_A176010-101-xxx_NA_1754.98_PRED_VAR5_ALK_NA","NA"
"M000000_A176011-101-xxx_NA_1755.8_PRED_VAR5_ALK_NA","NA"
"M000000_A176012-101-xxx_NA_1749.4_TRUE_VAR5_ALK_Tridecanoic acid","Tridecanoic acid"
"M000600_A176014-101-xxx_NA_1747.84_TRUE_VAR5_ALK_Aconitic acid. trans- (3TMS)","Aconitic acid. trans-"
"M000246_A176015-101-xxx_NA_1760.93_TRUE_VAR5_ALK_4-(Methylamino)benzoic acid (1TMS)","4-(Methylamino)benzoic acid"
"M000984_A176016-101-xxx_NA_1766.81_TRUE_VAR5_ALK_Histamine. 1-methyl- (2TMS) ","Histamine. 1-methyl-"
"M000985_A176017-101-xxx_NA_1766.46_TRUE_VAR5_ALK_Octopamine (3TMS)","Octopamine"
"M000951_A176018-101-xxx_NA_1768.79_TRUE_VAR5_ALK_1.4-Naphthoquinone. 2-methyl- (1MEOX) MP","1.4-Naphthoquinone. 2-methyl-"
"M000986_A176019-101-xxx_NA_1768.34_TRUE_VAR5_ALK_Farnesol (1TMS) BP2","Farnesol  2"
"M000000_A176022-101-xxx_NA_1767.39_TRUE_VAR5_ALK_NA_220_205_95","NA_220_205_95"
"M000000_A176023-101-xxx_NA_1768.91_TRUE_VAR5_ALK_NA_222_191_163_135_121_93_81","NA_222_191_163_135_121_93_81"
"M000000_A176024-101-xxx_NA_1758.17_TRUE_VAR5_ALK_D176099","D176099"
"M000000_A176025-101-xxx_NA_1765.32_TRUE_VAR5_ALK_NA176025 (classified unknown)","NA176025 (classified unknown)"
"M000000_A176026-101-xxx_NA_1760.47_PRED_VAR5_ALK_Unknown#bth-pae-056","Unknown#bth-pae-056"
"M000605_A177001-101-xxx_NA_1750.73_TRUE_VAR5_ALK_Ribonic acid (5TMS)","Ribonic acid"
"M000328_A177002-101-xxx_NA_1750.51_TRUE_VAR5_ALK_Glycerol-3-phosphate (4TMS)","Glycerol-3-phosphate"
"M000601_A177003-101-xxx_NA_1758.81_TRUE_VAR5_ALK_Levulinic acid. 5-amino- (1MEOX) (3TMS) MP","Levulinic acid. 5-amino-"
"M000040_A177004-101-xxx_NA_1755.94_TRUE_VAR5_ALK_Glucopyranose [-H20] (4TMS)","Glucopyranose"
"M000000_A177005-101-xxx_NA_1760.78_PRED_VAR5_ALK_NA","NA"
"M000327_A177006-101-xxx_NA_1746.58_TRUE_VAR5_ALK_Dihydroxyacetone phosphate (1MEOX) (3TMS) BP","Dihydroxyacetone phosphate"
"M000870_A177007-101-xxx_NA_1771.64_PRED_VAR5_ALK_Siloxane","Siloxane"
"M000742_A177008-101-xxx_NA_1762.33_PRED_VAR5_ALK_Tetradecan-1-ol. n- (1TMS)","Tetradecan-1-ol. n-"
"M000669_A177011-101-xxx_NA_1750.37_TRUE_VAR5_ALK_Glutamic acid. N-acetyl- (3TMS)","Glutamic acid. N-acetyl-"
"M000669_A177012-101-xxx_NA_1780.92_TRUE_VAR5_ALK_Glutamic acid. N-acetyl- (2TMS)","Glutamic acid. N-acetyl-"
"M000987_A177013-101-xxx_NA_1777.54_TRUE_VAR5_ALK_Methionine sulfoxide (3TMS)","Methionine sulfoxide"
"M001131_A177014-101-xxx_NA_1774.08_TRUE_VAR5_ALK_Ethanolaminephosphate (4TMS)","Ethanolaminephosphate"
"M000840_A177015-101-xxx_NA_1777.21_TRUE_VAR5_ALK_Propanoic acid. 2-amino-3-phosphono- (4TMS)","Propanoic acid. 2-amino-3-phosphono-"
"M000986_A177016-101-xxx_NA_1776.99_TRUE_VAR5_ALK_Farnesol (1TMS) BP1","Farnesol  1"
"M000988_A177017-101-xxx_NA_1770.16_TRUE_VAR5_ALK_Benzoic acid. 2.5-dihydroxy- (3TMS)","Benzoic acid. 2.5-dihydroxy-"
"M000989_A177018-101-xxx_NA_1770.97_TRUE_VAR5_ALK_Homovanillic acid (2TMS)","Homovanillic acid"
"M000990_A177019-101-xxx_NA_1775.19_TRUE_VAR5_ALK_Imidazole. 5-amino-4-carboxamide (3TMS)","Imidazole. 5-amino-4-carboxamide"
"M000000_A177023-101-xxx_NA_1773.06_TRUE_VAR5_ALK_NA_220_202_189_187_145_132_121_119_93_79","NA_220_202_189_187_145_132_121_119_93_79"
"M000000_A177025-101-xxx_NA_1771.13_TRUE_VAR5_ALK_NA177025 (classified unknown)","NA177025 (classified unknown)"
"M000000_A177026-101-xxx_NA_1764.49_PRED_VAR5_ALK_Unknown#sst-cgl-062","Unknown#sst-cgl-062"
"M000032_A178001-101-xxx_NA_1766.72_TRUE_VAR5_ALK_Glutamine. DL- (3TMS)","Glutamine. DL-"
"M000000_A178002-101-xxx_NA_1763.02_PRED_VAR5_ALK_NA","NA"
"M000000_A178003-101-xxx_NA_1762.26_PRED_VAR5_ALK_NA","NA"
"M000866_A178004-101-xxx_NA_1766.24_TRUE_VAR5_ALK_Vanillic acid (2TMS)","Vanillic acid"
"M000991_A178005-101-xxx_NA_1759.34_TRUE_VAR5_ALK_Lyxonic acid (5TMS)","Lyxonic acid"
"M000000_A178006-101-xxx_NA_1774.25_PRED_VAR5_ALK_NA","NA"
"M000276_A178007-101-xxx_NA_1771.73_TRUE_VAR5_ALK_Orotic acid. 4.5-dihydro- (3TMS)","Orotic acid. 4.5-dihydro-"
"M000000_A178008-101-xxx_NA_1765.95_PRED_VAR5_ALK_NA","NA"
"M000000_A178010-101-xxx_NA_1765.26_PRED_VAR5_ALK_NA","NA"
"M000000_A178011-101-xxx_NA_1778.43_PRED_VAR5_ALK_NA178011","NA178011"
"M000323_A178012-101-xxx_NA_1768.37_TRUE_VAR5_ALK_Mannopyranoside. 1-O-methyl-. alpha- (4TMS)","Mannopyranoside. 1-O-methyl-. alpha-"
"M000476_A178013-101-xxx_NA_1779.11_TRUE_VAR5_ALK_Galactose. 2-deoxy- (1MEOX) (4TMS) BP","Galactose. 2-deoxy-"
"M000475_A178014-101-xxx_NA_1777.06_TRUE_VAR5_ALK_Glucose. 2-deoxy- (1MEOX) (4TMS) MP","Glucose. 2-deoxy-"
"M000476_A178015-101-xxx_NA_1782.32_TRUE_VAR5_ALK_Galactose. 2-deoxy- (1MEOX) (4TMS) MP","Galactose. 2-deoxy-"
"M000475_A178016-101-xxx_NA_1775.82_TRUE_VAR5_ALK_Glucose. 2-deoxy- (1MEOX) (4TMS) BP","Glucose. 2-deoxy-"
"M000992_A178017-101-xxx_NA_1789.05_TRUE_VAR5_ALK_Phenylalanine. N-acetyl- (2TMS)","Phenylalanine. N-acetyl-"
"M000990_A178018-101-xxx_NA_1788.02_TRUE_VAR5_ALK_Imidazole. 5-amino-4-carboxamide (4TMS)","Imidazole. 5-amino-4-carboxamide"
"M000951_A178019-101-xxx_NA_1780.28_TRUE_VAR5_ALK_1.4-Naphthoquinone. 2-methyl- (1MEOX) BP","1.4-Naphthoquinone. 2-methyl-"
"M001165_A178020-101-xxx_NA_1781.11_TRUE_VAR5_ALK_Glutamine. N-gamma-ethyl- (2TMS)","Glutamine. N-gamma-ethyl-"
"M000993_A178021-101-xxx_NA_1789.24_TRUE_VAR5_ALK_Shikimic acid. 3-dehydro- (1MEOX) (3TMS) BP","Shikimic acid. 3-dehydro-"
"M000993_A178022-101-xxx_NA_1780.32_TRUE_VAR5_ALK_Shikimic acid. 3-dehydro- (1MEOX) (3TMS) MP","Shikimic acid. 3-dehydro-"
"M000000_A178025-101-xxx_NA_1789.84_TRUE_VAR5_ALK_NA178025","NA178025"
"M000000_A178026-101-xxx_NA_1778.67_PRED_VAR5_ALK_Unknown#sst-cgl-064","Unknown#sst-cgl-064"
"M000994_A179001-101-xxx_NA_1764.84_TRUE_VAR5_ALK_Arabinonic acid (5TMS)","Arabinonic acid"
"M000601_A179002-101-xxx_NA_1779.86_TRUE_VAR5_ALK_Levulinic acid. 5-amino- (1MEOX) (3TMS) BP","Levulinic acid. 5-amino-"
"M000000_A179003-101-xxx_NA_1779.13_PRED_VAR5_ALK_NA","NA"
"M000000_A179004-101-xxx_NA_1782.49_PRED_VAR5_ALK_NA","NA"
"M000505_A179005-101-xxx_NA_1766.25_TRUE_VAR5_ALK_Glyceric acid-2-phosphate (4TMS)","Glyceric acid-2-phosphate"
"M000332_A179006-101-xxx_NA_1776.11_PRED_VAR5_ALK_Calystegine B4 (1MEOX) (3TMS)","Calystegine B4"
"M000000_A179008-101-xxx_NA_1781.45_PRED_VAR5_ALK_NA","NA"
"M000000_A179009-101-xxx_NA_1781.55_PRED_VAR5_ALK_NA","NA"
"M000000_A179010-101-xxx_NA_1781.65_PRED_VAR5_ALK_NA","NA"
"M000000_A179011-101-xxx_NA_1784.77_PRED_VAR5_ALK_NA","NA"
"M000000_A179012-101-xxx_NA_1785.17_PRED_VAR5_ALK_NA","NA"
"M000995_A179013-101-xxx_NA_1790.1_TRUE_VAR5_ALK_Lactic acid. 3-imidazole- (2TMS)","Lactic acid. 3-imidazole-"
"M000000_A179018-101-xxx_NA_1795.81_TRUE_VAR5_ALK_NA179018","NA179018"
"M000000_A179019-101-xxx_NA_1790.94_PRED_VAR5_ALK_Unknown#sst-cgl-065","Unknown#sst-cgl-065"
"M000477_A180001-101-xxx_NA_1776.22_TRUE_VAR5_ALK_NA180001 (classified unknown)","NA180001 (classified unknown)"
"M000606_A180002-101-xxx_NA_1789.22_PRED_VAR5_ALK_similar to Fructose Derivate","similar to Fructose Derivate"
"M000000_A180004-101-xxx_NA_1776.31_PRED_VAR5_ALK_NA180004","NA180004"
"M000587_A180006-101-xxx_NA_1789.44_TRUE_VAR5_ALK_Cinnamic acid. 4-hydroxy-. cis- (2TMS)","Cinnamic acid. 4-hydroxy-. cis-"
"M000539_A180008-101-xxx_NA_1799.99_TRUE_VAR5_ALK_Octadecane. n-","Octadecane. n-"
"M000216_A180009-101-xxx_NA_1790.69_TRUE_VAR5_ALK_Cinnamic acid. 2-methoxy-. trans- (1TMS)","Cinnamic acid. 2-methoxy-. trans-"
"M999999_A180010-101-xxx_NA_1800_TRUE_VAR5_ALK_Cinnamic acid. 3-methoxy-. trans- (1TMS)","Cinnamic acid. 3-methoxy-. trans-"
"M000000_A180012-101-xxx_NA_1790.33_TRUE_VAR5_ALK_NA","NA"
"M000000_A180013-101-xxx_NA_1793.83_PRED_VAR5_ALK_NA","NA"
"M000610_A180014-101-xxx_NA_1787.66_PRED_VAR5_ALK_Tetradecanoic acid. 13-methyl-. methyl ester","Tetradecanoic acid. 13-methyl-. methyl ester"
"M000760_A180015-101-xxx_NA_1795.17_PRED_VAR5_ALK_Tetradecanoic acid. 12-methyl-. methyl ester","Tetradecanoic acid. 12-methyl-. methyl ester"
"M001133_A180016-101-xxx_NA_1807.71_TRUE_VAR5_ALK_Histidine. N-tau-methyl- (2TMS)","Histidine. N-tau-methyl-"
"M000267_A180017-101-xxx_NA_1803.91_TRUE_VAR5_ALK_Homoserine lactone. N-heptanoyl- (1TMS)","Homoserine lactone. N-heptanoyl-"
"M000184_A180018-101-xxx_NA_1802.74_TRUE_VAR5_ALK_Indole-3-acetaldehyde (1TMS)","Indole-3-acetaldehyde"
"M000996_A180019-101-xxx_NA_1801.08_TRUE_VAR5_ALK_Heptanedioic acid. 2-amino- (3TMS)","Heptanedioic acid. 2-amino-"
"M000986_A180020-101-xxx_NA_1801.81_TRUE_VAR5_ALK_Farnesol (1TMS) MP","Farnesol"
"M000000_A180026-101-xxx_NA_1804.91_TRUE_VAR5_ALK_NA180026","NA180026"
"M000000_A181001-101-xxx_NA_1795.75_PRED_VAR5_ALK_NA181001","NA181001"
"M000607_A181002-101-xxx_NA_1794.63_TRUE_VAR5_ALK_Shikimic acid (4TMS)","Shikimic acid"
"M000105_A181003-101-xxx_NA_1791.68_TRUE_VAR5_ALK_Glyceric acid-3-phosphate (4TMS)","Glyceric acid-3-phosphate"
"M000606_A181004-101-xxx_NA_1796.98_PRED_VAR5_ALK_similar to Fructose Derivate","similar to Fructose Derivate"
"M000000_A181005-101-xxx_NA_1792_PRED_VAR5_ALK_NA","NA"
"M000360_A181006-101-xxx_NA_1798.43_TRUE_VAR5_ALK_Calystegine B2 (1MEOX) (4TMS) MP","Calystegine B2"
"M000857_A181007-101-xxx_NA_1790.95_TRUE_VAR5_ALK_Azelaic Acid (2TMS)","Azelaic Acid"
"M000000_A181010-101-xxx_NA_1808.54_PRED_VAR5_ALK_NA","NA"
"M000000_A181011-101-xxx_NA_1797.65_PRED_VAR5_ALK_NA","NA"
"M000862_A181012-101-xxx_NA_1814.73_TRUE_VAR5_ALK_Ethoxyquin (1TMS)","Ethoxyquin"
"M000997_A181013-101-xxx_NA_1814.29_TRUE_VAR5_ALK_Synephrine (3TMS)","Synephrine"
"M000998_A181014-101-xxx_NA_1813.92_TRUE_VAR5_ALK_Benzoic acid. 2-amino-3-methoxy- (2TMS)","Benzoic acid. 2-amino-3-methoxy-"
"M000992_A181015-101-xxx_NA_1816.46_TRUE_VAR5_ALK_Phenylalanine. N-acetyl- (1TMS)","Phenylalanine. N-acetyl-"
"M000000_A181019-101-xxx_NA_1804.22_PRED_VAR5_ALK_Unknown#sst-cgl-068","Unknown#sst-cgl-068"
"M000118_A182001-101-xxx_NA_1812.08_TRUE_VAR5_ALK_Cinnamic acid. 2-hydroxy-. trans- (2TMS)","Cinnamic acid. 2-hydroxy-. trans-"
"M000028_A182002-101-xxx_NA_1806.67_TRUE_VAR5_ALK_Ornithine (4TMS)","Ornithine"
"M000608_A182003-101-xxx_NA_1805.4_TRUE_VAR5_ALK_Isocitric acid (4TMS)","Isocitric acid"
"M000069_A182004-101-xxx_NA_1804.71_TRUE_VAR5_ALK_Citric acid (4TMS)","Citric acid"
"M000000_A182005-101-xxx_NA_1811.73_PRED_VAR5_ALK_NA","NA"
"M000294_A182006-101-xxx_NA_1808.98_TRUE_VAR5_ALK_Hypoxanthine (2TMS)","Hypoxanthine"
"M000000_A182007-101-xxx_NA_1807.9_PRED_VAR5_ALK_NA","NA"
"M000606_A182009-101-xxx_NA_1806_PRED_VAR5_ALK_similar to Fructose Derivate","similar to Fructose Derivate"
"M000609_A182011-101-xxx_NA_1824.66_PRED_VAR5_ALK_Pentadecanoic acid methyl ester. n-","Pentadecanoic acid methyl ester. n-"
"M000321_A182012-101-xxx_NA_1806.47_TRUE_VAR5_ALK_Galactopyranoside. 1-O-methyl-. alpha- (4TMS)","Galactopyranoside. 1-O-methyl-. alpha-"
"M000236_A182013-101-xxx_NA_1808.18_PRED_VAR5_ALK_Glucose. 3-O-methyl- (1MEOX) (4TMS)","Glucose. 3-O-methyl-"
"M000000_A182014-101-xxx_NA_1821.16_PRED_VAR5_ALK_NA182014 (classified unknown)","NA182014 (classified unknown)"
"M000999_A182015-101-xxx_NA_1821.46_TRUE_VAR5_ALK_Serine. O-phospho- (4TMS)","Serine. O-phospho-"
"M000865_A182016-101-xxx_NA_1828.85_TRUE_VAR5_ALK_Homogentisic acid (3TMS)","Homogentisic acid"
"M000962_A182017-101-xxx_NA_1829.11_TRUE_VAR5_ALK_Acetic acid. 3-hydroxyphenyl- (3TMS)","Acetic acid. 3-hydroxyphenyl-"
"M000983_A182018-101-xxx_NA_1827.66_TRUE_VAR5_ALK_Benzimidazole. 5.6-dimethyl- (1TMS)","Benzimidazole. 5.6-dimethyl-"
"M001000_A182019-101-xxx_NA_1827.73_TRUE_VAR5_ALK_Dodecanoic acid. 3-hydroxy- (2TMS)","Dodecanoic acid. 3-hydroxy-"
"M001001_A182020-101-xxx_NA_1826.12_TRUE_VAR5_ALK_Prolyl-glycine (2TMS)","Prolyl-glycine"
"M000864_A182021-101-xxx_NA_1823.79_TRUE_VAR5_ALK_Acetic acid. 3.4-dihydroxyphenyl- (3TMS)","Acetic acid. 3.4-dihydroxyphenyl-"
"M001193_A182025-101-xxx_NA_1824.3_TRUE_VAR5_ALK_beta-D-Allose (5TMS)","beta-D-Allose"
"M000000_A182026-101-xxx_NA_1815.46_PRED_VAR5_ALK_Galactose_1_5TMS","Galactose_1"
"M000835_A183001-101-xxx_NA_1814.97_TRUE_VAR5_ALK_Arginine [-NH3] (3TMS)","Arginine"
"M000233_A183002-101-xxx_NA_1817.76_PRED_VAR5_ALK_Pinitol. D- (5TMS)","Pinitol. D-"
"M000000_A183003-101-xxx_NA_1818.86_PRED_VAR5_ALK_NA","NA"
"M001002_A183004-101-xxx_NA_1812.71_TRUE_VAR5_ALK_Benzoic acid. 3.4-dihydroxy- (3TMS)","Benzoic acid. 3.4-dihydroxy-"
"M000360_A183005-101-xxx_NA_1805.89_TRUE_VAR5_ALK_Calystegine B2 (1MEOX) (4TMS) BP","Calystegine B2"
"M000360_A183006-101-xxx_NA_1811.07_TRUE_VAR5_ALK_Calystegine B2 (1MEOX) (3TMS) MP","Calystegine B2"
"M000360_A183007-101-xxx_NA_1798.43_TRUE_VAR5_ALK_Calystegine B2 (1MEOX) (3TMS) BP","Calystegine B2"
"M000335_A183008-101-xxx_NA_1797.72_TRUE_VAR5_ALK_Calystegine B3 (1MEOX) (4TMS) BP","Calystegine B3"
"M000000_A183009-101-xxx_NA_1823.74_PRED_VAR5_ALK_NA","NA"
"M000870_A183010-101-xxx_NA_1828.56_PRED_VAR5_ALK_Siloxane","Siloxane"
"M000000_A183011-101-xxx_NA_1817.56_PRED_VAR5_ALK_NA","NA"
"M000000_A183012-101-xxx_NA_1817.56_PRED_VAR5_ALK_NA","NA"
"M000236_A183013-101-xxx_NA_1819.26_PRED_VAR5_ALK_Glucose. 3-O-methyl- (1MEOX) (4TMS)","Glucose. 3-O-methyl-"
"M001003_A183014-101-xxx_NA_1837.86_TRUE_VAR5_ALK_Aspartic acid. N-(aminocarbonyl)- (4TMS)","Aspartic acid. N-(aminocarbonyl)-"
"M001004_A183015-101-xxx_NA_1837.36_TRUE_VAR5_ALK_Epinephrine (3TMS)","Epinephrine"
"M001005_A183016-101-xxx_NA_1834.94_TRUE_VAR5_ALK_Pyridoxal (1MEOX) (2TMS) BP","Pyridoxal"
"M000000_A183017-101-xxx_NA_1822.73_PRED_VAR5_ALK_Unknown#sst-cgl-072","Unknown#sst-cgl-072"
"M000000_A183018-101-xxx_NA_1826.55_PRED_VAR5_ALK_Unknown#sst-cgl-073","Unknown#sst-cgl-073"
"M000000_A183019-101-xxx_NA_1826.85_PRED_VAR5_ALK_Unknown#sst-cgl-074","Unknown#sst-cgl-074"
"M000116_A184001-101-xxx_NA_1838.82_TRUE_VAR5_ALK_Benzoic acid. 4-amino- (2TMS)","Benzoic acid. 4-amino-"
"M000000_A184002-101-xxx_NA_1830.36_PRED_VAR5_ALK_NA","NA"
"M000000_A184003-101-xxx_NA_1820.79_PRED_VAR5_ALK_NA","NA"
"M000000_A184004-101-xxx_NA_1831.79_PRED_VAR5_ALK_similar to NA (Hexopyranose like)","similar to NA (Hexopyranose like)"
"M000000_A184005-101-xxx_NA_1828.43_PRED_VAR5_ALK_NA","NA"
"M000622_A184007-101-xxx_NA_1830.22_TRUE_VAR5_ALK_Tagatose (1MEOX) (5TMS) BP","Tagatose"
"M000332_A184009-101-xxx_NA_1828.58_PRED_VAR5_ALK_Calystegine B4 (1MEOX) (4TMS)","Calystegine B4"
"M000218_A184010-101-xxx_NA_1843.39_TRUE_VAR5_ALK_Cinnamic acid. 4-methoxy-. trans- (1TMS)","Cinnamic acid. 4-methoxy-. trans-"
"M000256_A184011-101-xxx_NA_1822.9_TRUE_VAR5_ALK_Citric acid. 2-methyl- (4TMS) BP","Citric acid. 2-methyl-"
"M000333_A184012-101-xxx_NA_1832.06_PRED_VAR5_ALK_Calystegine B1 (1MEOX) (TMS)","Calystegine B1"
"M000000_A184014-101-xxx_NA_1835.73_PRED_VAR5_ALK_NA","NA"
"M000227_A184016-101-xxx_NA_0_FALSE_VAR5_ALK_Jasmonic acid. (+/-)- (1TMS)","Jasmonic acid."
"M000540_A184017-101-xxx_NA_1834.54_TRUE_VAR5_ALK_Cadaverine (4TMS)","Cadaverine"
"M000227_A184018-101-xxx_NA_0_FALSE_VAR5_ALK_Jasmonic acid (2TMS)","Jasmonic acid"
"M000227_A184019-101-xxx_NA_1837.26_PRED_VAR5_ALK_Jasmonic acid (1MEOX) (1TMS)","Jasmonic acid"
"M000817_A184020-101-xxx_NA_1854.69_TRUE_VAR5_ALK_Hippuric acid (1TMS)","Hippuric acid"
"M000817_A184021-101-xxx_NA_1805.41_TRUE_VAR5_ALK_Hippuric acid (2TMS)","Hippuric acid"
"M000729_A184022-101-xxx_NA_1846.03_TRUE_VAR5_ALK_Pyruvic acid. 4-hydroxyphenyl- (1MEOX) (2TMS) BP","Pyruvic acid. 4-hydroxyphenyl-"
"M000267_A184023-101-xxx_NA_1846.23_TRUE_VAR5_ALK_Homoserine lactone. N-heptanoyl-","Homoserine lactone. N-heptanoyl-"
"M001115_A184024-101-xxx_NA_1848.7_TRUE_VAR5_ALK_Propanoic acid. 2-amino-3-ureido- (3TMS)","Propanoic acid. 2-amino-3-ureido-"
"M000830_A184025-101-xxx_NA_1840.36_TRUE_VAR5_ALK_Saccharin (1TMS)","Saccharin"
"M001006_A184026-101-xxx_NA_1846.93_TRUE_VAR5_ALK_Histidinol (3TMS)","Histidinol"
"M000219_A184027-101-xxx_NA_1843.07_TRUE_VAR5_ALK_Cinnamic acid. 3.4.5-trimethoxy-. trans- (1TMS)","Cinnamic acid. 3.4.5-trimethoxy-. trans-"
"M000000_A184030-101-xxx_NA_1841.08_TRUE_VAR5_ALK_NA184030 (classified unknown)","NA184030 (classified unknown)"
"M000000_A184031-101-xxx_NA_1840.64_PRED_VAR5_ALK_N-(3-Oxohexanoyl)-homoserine-lactone_1_1MeOX_1TMS","N-(3-Oxohexanoyl)-homoserine-lactone_11TMS"
"M000000_A184032-101-xxx_NA_1837.05_PRED_VAR5_ALK_KDG_2_1MeOX_4TMS","KDG_24TMS"
"M000000_A184033-101-xxx_NA_1834.67_PRED_VAR5_ALK_KDG_1_1MeOX_4TMS","KDG_14TMS"
"M000000_A184034-101-xxx_NA_1833.69_PRED_VAR5_ALK_Unknown#sst-cgl-075","Unknown#sst-cgl-075"
"M000000_A184035-101-xxx_NA_1836.31_PRED_VAR5_ALK_Unknown#sst-cgl-076","Unknown#sst-cgl-076"
"M000000_A184036-101-xxx_NA_1840.13_PRED_VAR5_ALK_Unknown#sst-cgl-078","Unknown#sst-cgl-078"
"M000000_A184037-101-xxx_NA_1837.32_PRED_VAR5_ALK_2-Hydroxytetradecanoic_acid_1MeO","2-Hydroxytetradecanoic_acid"
"M000007_A185001-101-xxx_NA_1842.69_TRUE_VAR5_ALK_Quinic acid (5TMS)","Quinic acid"
"M000082_A185002-101-xxx_NA_1839.58_TRUE_VAR5_ALK_Dehydroascorbic acid dimer (2MEOX) MP","Dehydroascorbic acid dimer"
"M000000_A185003-101-xxx_NA_1831.73_PRED_VAR5_ALK_NA","NA"
"M000480_A185004-101-xxx_NA_1845.77_TRUE_VAR5_ALK_Tetradecanoic acid (1TMS)","Tetradecanoic acid"
"M000000_A185006-101-xxx_NA_1834.64_PRED_VAR5_ALK_NA","NA"
"M000629_A185007-101-xxx_NA_1838_TRUE_VAR5_ALK_Psicose (1MEOX) (5TMS) BP","Psicose"
"M000256_A185008-101-xxx_NA_1829.7_TRUE_VAR5_ALK_Citric acid. 2-methyl- (4TMS) MP","Citric acid. 2-methyl-"
"M000322_A185010-101-xxx_NA_1839.33_TRUE_VAR5_ALK_Galactopyranoside. 1-O-methyl-. beta- (4TMS)","Galactopyranoside. 1-O-methyl-. beta-"
"M000541_A185011-101-xxx_NA_1882.74_TRUE_VAR5_ALK_Caffeine","Caffeine"
"M000606_A185012-101-xxx_NA_1830.06_PRED_VAR5_ALK_Fructose. D- (5TMS)","Fructose. D-"
"M000085_A185013-101-xxx_NA_1872.03_TRUE_VAR5_ALK_Gulonic acid. 2-oxo- (1MEOX) (5TMS) BP","Gulonic acid. 2-oxo-"
"M001007_A185014-101-xxx_NA_1854.73_TRUE_VAR5_ALK_Panthenol (4TMS)","Panthenol"
"M001008_A185015-101-xxx_NA_1851.7_TRUE_VAR5_ALK_Threitol. dithio- (4TMS)","Threitol. dithio-"
"M001009_A185016-101-xxx_NA_1855.64_TRUE_VAR5_ALK_Homoserine lactone. N-2-oxocaproyl- (1MEOX) BP","Homoserine lactone. N-2-oxocaproyl-"
"M001010_A185017-101-xxx_NA_1857.17_TRUE_VAR5_ALK_Histamine. N-omega-acetyl- (2TMS)","Histamine. N-omega-acetyl-"
"M001135_A185018-101-xxx_NA_1850.94_TRUE_VAR5_ALK_Tyrosine. meta- (2TMS)","Tyrosine. meta-"
"M001009_A185019-101-xxx_NA_1851.66_TRUE_VAR5_ALK_Homoserine lactone. N-2-oxocaproyl- (1MEOX) (1TMS) MP","Homoserine lactone. N-2-oxocaproyl-"
"M001207_A185023-101-xxx_NA_1853.32_TRUE_VAR5_ALK_Artemisinic acid (1TMS)","Artemisinic acid"
"M000000_A185024-101-xxx_NA_1847.06_PRED_VAR5_ALK_N-(3-Oxohexanoyl)-homoserine-lactone_2_1MeOX_1TMS","N-(3-Oxohexanoyl)-homoserine-lactone_21TMS"
"M000085_A186001-101-xxx_NA_1872.17_TRUE_VAR5_ALK_Gulonic acid. 2-oxo- (1MEOX) (5TMS) MP","Gulonic acid. 2-oxo-"
"M000014_A186002-101-xxx_NA_1849.23_TRUE_VAR5_ALK_Lysine (3TMS)","Lysine"
"M000000_A186003-101-xxx_NA_1851.26_PRED_VAR5_ALK_NA","NA"
"M000670_A186004-101-xxx_NA_1854.25_PRED_VAR5_ALK_Glutamine. N-acetyl-. DL- (4TMS)","Glutamine. N-acetyl-. DL-"
"M000000_A186005-101-xxx_NA_1845.83_PRED_VAR5_ALK_NA","NA"
"M000622_A186006-101-xxx_NA_1850.86_TRUE_VAR5_ALK_Tagatose (1MEOX) (5TMS) MP","Tagatose"
"M000629_A186007-101-xxx_NA_1849.82_TRUE_VAR5_ALK_Psicose (1MEOX) (5TMS) MP","Psicose"
"M000630_A186008-101-xxx_NA_1852.53_TRUE_VAR5_ALK_Sorbose (1MEOX) (5TMS) BP","Sorbose"
"M000656_A186009-101-xxx_NA_1854.74_TRUE_VAR5_ALK_Cinnamic acid. 3.5-dimethoxy-. cis- (1TMS)","Cinnamic acid. 3.5-dimethoxy-. cis-"
"M000000_A186010-101-xxx_NA_1864.5_TRUE_VAR5_ALK_NA","NA"
"M001011_A186011-101-xxx_NA_1800.39_TRUE_VAR5_ALK_Glycylglycine (4TMS)","Glycylglycine"
"M001011_A186012-101-xxx_NA_1818.2_TRUE_VAR5_ALK_Glycylglycine (3TMS)","Glycylglycine"
"M000619_A186013-101-xxx_NA_1859.13_PRED_VAR5_ALK_Viburnitol (5TMS)","Viburnitol"
"M001009_A186014-101-xxx_NA_1861.22_TRUE_VAR5_ALK_Homoserine lactone. N-2-oxocaproyl- (1MEOX) (1TMS) BP","Homoserine lactone. N-2-oxocaproyl-"
"M000688_A186015-101-xxx_NA_1865.11_TRUE_VAR5_ALK_Glucose. 2-amino-2-deoxy- (4TMS) MP","Glucose. 2-amino-2-deoxy-"
